nr_escuela_colegio,nr_PAE,fcs,csi_alimentos_menos_preferidos,csi_pedir_prestados_alimentos,csi_reducir_numero_comidas,csi_reducir_tamano_porciones,csi_reducir_adultos,fcs_carne,fcs_vegetales
2,2,59.0,3,0,0,0,0,5,5
1,1,72.0,0,0,3,3,0,7,2
3,3,34.5,4,3,5,7,5,2,7
_,_,66.0,2,0,0,0,0,2,0
2,2,93.0,4,3,0,0,0,7,7
_,_,21.0,2,0,6,0,0,0,2
1,0,109.0,0,0,2,0,0,7,7
1,0,69.0,0,2,3,3,2,1,7
1,1,51.5,0,0,0,0,0,3,7
2,0,93.0,7,0,0,0,0,7,6
1,0,61.0,7,0,0,0,0,1,7
2,0,47.5,0,2,7,0,7,2,0
_,_,66.0,3,0,0,2,0,5,0
_,_,18.5,5,3,4,5,6,1,2
1,1,97.5,0,0,0,0,0,7,7
_,_,34.0,7,2,2,2,2,0,2
1,1,70.0,7,0,0,0,0,2,7
_,_,93.5,4,0,3,4,0,7,7
1,1,41.0,5,0,5,6,7,3,5
1,1,48.0,4,3,2,4,4,4,0
2,2,68.0,5,5,0,5,5,5,5
_,_,51.0,7,4,3,7,2,6,1
_,_,33.0,2,1,1,4,0,1,0
_,_,37.0,0,0,1,0,0,4,0
_,_,47.5,2,0,2,2,3,5,7
1,1,77.5,4,2,3,3,7,5,0
1,0,36.0,2,0,2,3,0,4,0
3,0,49.0,3,0,0,4,2,7,0
3,3,30.5,7,0,7,7,7,2,1
3,3,31.0,3,3,0,2,4,3,0
1,1,64.0,7,0,7,7,7,7,0
0,_,31.5,7,2,7,7,7,3,0
3,2,27.0,7,7,7,7,7,0,1
2,2,46.0,7,7,7,7,7,6,0
1,1,25.0,7,1,2,3,2,0,0
_,_,51.0,2,2,0,0,0,2,5
_,_,41.0,4,4,0,0,0,2,2
2,0,64.0,3,1,0,4,4,6,0
0,_,63.0,7,2,7,3,3,4,6
1,0,92.0,0,0,0,0,0,7,6
2,0,39.5,0,0,0,0,0,2,3
1,0,49.0,7,0,0,0,0,3,0
1,1,62.0,3,1,0,7,4,6,7
2,0,32.5,7,7,3,4,3,2,0
1,0,53.5,0,3,3,3,3,2,5
3,0,73.5,3,3,0,0,2,4,3
0,_,61.0,5,5,5,5,5,7,0
_,_,48.5,7,7,2,7,2,3,2
3,1,61.0,7,0,1,2,0,6,2
3,2,39.0,7,0,3,7,7,1,0
_,_,25.0,4,0,4,4,4,2,0
2,0,52.0,2,1,2,2,4,7,0
3,0,70.5,7,7,7,7,7,7,7
1,1,74.5,3,0,0,0,0,7,0
0,_,54.5,7,0,0,0,0,7,0
2,2,51.5,7,0,0,4,7,0,0
2,0,66.0,7,0,3,7,7,7,3
1,0,25.0,3,0,3,4,5,1,0
_,_,74.5,7,0,0,0,0,7,7
3,0,92.0,7,0,4,7,7,7,5
1,1,29.5,7,7,7,7,0,3,0
3,3,42.0,7,0,7,7,7,3,0
1,1,40.0,7,2,2,3,3,4,0
0,_,48.0,2,0,0,0,0,4,0
_,_,30.0,7,0,7,7,0,2,0
2,0,54.0,7,7,3,2,1,7,1
3,2,72.5,3,0,4,0,0,5,7
3,3,56.0,3,0,0,0,0,5,0
2,2,16.5,1,0,7,7,7,0,0
3,3,52.0,3,1,0,2,3,7,0
3,3,47.0,7,0,3,3,3,7,0
_,_,51.5,7,3,5,7,7,7,2
2,0,52.0,4,3,3,4,3,7,0
4,0,52.0,7,7,7,7,7,7,0
3,3,70.0,3,7,0,3,4,7,0
2,2,52.5,3,1,0,3,3,7,0
1,1,56.0,1,0,0,7,0,7,4
1,0,49.0,7,1,2,7,7,7,0
3,2,22.5,7,3,3,5,5,5,0
2,2,46.0,7,2,0,7,7,7,0
2,0,60.0,3,0,0,0,2,3,7
2,2,42.0,7,0,3,2,2,5,0
2,0,42.0,1,1,2,7,7,3,1
2,1,45.0,1,0,0,7,7,5,0
2,2,58.0,7,1,7,3,3,5,2
3,3,29.5,7,7,7,7,4,0,0
3,0,63.0,0,0,0,7,7,6,0
1,1,50.0,4,0,0,7,7,3,3
3,3,52.0,7,0,0,0,0,7,0
1,0,58.0,1,1,7,7,7,2,1
2,0,49.0,3,1,0,2,2,7,0
2,2,46.5,0,0,0,0,0,5,1
2,2,65.0,7,0,7,7,2,4,3
1,0,73.0,3,2,0,2,3,7,7
2,0,25.0,7,0,7,7,7,1,0
1,1,76.0,3,0,7,3,3,7,3
1,1,88.0,2,0,0,4,0,5,7
2,0,29.0,1,0,2,3,3,1,0
3,3,41.5,6,2,7,7,7,5,0
1,1,24.5,3,7,3,3,2,0,0
3,0,34.5,3,1,0,3,2,3,0
1,0,57.0,5,0,7,7,0,4,7
1,0,68.0,7,7,2,0,7,7,4
1,1,100.0,7,7,4,4,4,7,7
1,0,67.0,0,0,3,7,0,6,0
3,0,50.0,2,0,0,0,0,0,0
2,1,46.0,4,5,0,7,0,2,0
_,_,70.5,2,0,0,7,0,7,7
_,_,83.0,0,2,0,0,0,4,4
2,0,73.0,2,3,4,4,4,3,2
3,0,25.5,5,6,7,7,7,2,0
3,0,52.0,0,7,2,7,7,4,0
1,0,54.0,3,1,2,2,3,6,0
1,0,23.0,3,1,0,0,3,0,1
1,0,65.5,2,0,0,0,0,5,3
1,0,33.0,7,0,0,0,0,2,0
2,1,27.0,2,0,0,0,0,3,0
3,2,65.5,7,3,2,7,7,0,7
3,0,59.0,0,0,0,0,0,1,7
2,0,79.0,7,0,3,0,0,5,0
1,0,97.0,0,0,0,0,0,7,7
1,0,60.0,2,0,3,3,3,4,0
3,0,56.0,7,0,1,2,1,4,0
_,_,44.0,2,0,0,0,0,2,0
_,_,90.0,0,0,0,0,0,7,3
1,0,23.0,1,0,3,3,3,0,3
3,3,80.0,0,0,0,0,0,7,0
1,1,74.0,3,0,0,0,0,7,2
2,1,58.0,3,0,3,3,4,6,0
3,2,40.0,7,0,7,7,7,3,0
1,0,24.0,0,0,0,3,2,0,0
2,0,60.0,7,0,7,7,7,7,7
3,1,27.0,3,0,3,0,0,0,1
_,_,94.0,0,0,0,0,0,7,3
2,0,44.5,0,0,7,7,0,4,7
1,1,79.0,0,2,4,7,3,7,7
2,0,77.5,4,3,0,3,2,7,7
2,0,64.0,2,0,0,2,0,3,1
_,_,90.0,0,0,0,0,0,7,7
3,2,94.0,1,0,0,0,0,7,7
3,0,93.0,3,0,0,0,0,7,7
_,_,38.0,2,0,1,7,0,2,1
_,_,45.5,0,0,0,2,0,2,3
1,0,72.0,0,0,0,0,0,7,7
1,0,70.0,1,0,3,7,2,3,7
2,1,50.0,3,0,3,7,7,5,3
2,2,88.5,7,0,0,0,0,2,7
1,0,112.0,0,0,0,0,0,7,7
_,_,112.0,6,5,3,2,2,7,7
2,1,94.0,2,0,0,2,0,7,7
2,0,93.0,0,0,0,0,0,7,0
1,0,70.0,1,1,0,0,0,7,3
2,1,99.0,5,0,0,0,0,7,3
2,1,99.0,5,0,0,0,0,7,3
2,2,111.0,5,2,2,3,3,7,7
2,2,65.0,0,0,0,0,0,7,2
2,2,74.0,4,0,2,4,5,5,7
1,1,65.0,5,0,0,0,0,7,0
1,1,72.5,1,0,0,4,4,7,3
_,_,62.0,5,0,1,3,7,5,0
2,0,47.0,3,1,0,3,2,4,0
1,0,43.5,7,0,3,5,3,3,0
_,_,97.5,2,0,0,0,0,7,7
1,0,71.0,5,3,4,7,7,7,7
3,0,77.0,5,2,0,7,7,7,3
1,1,78.0,3,1,0,0,3,7,7
2,0,65.0,7,0,0,0,0,6,4
_,_,97.0,2,0,0,2,0,7,7
_,_,97.0,0,0,0,0,0,7,6
1,1,30.0,7,0,7,0,0,2,0
1,0,41.0,7,1,7,7,7,0,7
_,_,109.0,7,0,2,0,0,7,7
3,0,50.0,3,2,7,7,5,7,2
0,_,33.0,2,2,2,0,2,3,0
3,0,64.0,2,0,0,2,0,3,7
1,1,89.0,2,0,0,0,0,7,7
1,0,65.0,0,0,0,0,0,7,3
1,0,42.0,0,2,4,3,0,3,0
1,0,32.5,2,2,3,2,4,0,0
1,1,52.5,0,0,2,0,0,0,7
2,0,68.0,7,3,2,3,0,7,7
2,0,25.0,3,0,7,7,7,0,0
3,0,88.5,0,0,0,0,0,7,4
1,0,43.0,3,2,3,3,4,4,0
2,0,49.0,7,0,0,0,4,4,0
2,2,52.0,2,0,0,3,4,3,2
2,0,33.0,0,1,0,1,0,2,0
2,0,65.0,0,0,0,2,2,7,5
_,_,96.0,5,0,0,0,0,7,7
0,_,36.0,7,0,0,2,3,3,0
1,0,21.0,1,1,1,3,2,1,0
1,0,61.0,4,0,0,4,4,5,2
1,0,13.0,4,3,2,3,4,0,0
2,2,90.0,0,0,0,0,0,7,1
2,2,72.0,0,0,3,0,0,7,4
_,_,47.0,0,0,1,0,0,5,0
2,2,86.0,0,0,0,0,0,7,0
1,1,62.0,0,0,0,0,0,7,5
1,1,69.0,0,0,0,0,0,7,7
1,1,41.0,0,0,0,2,7,4,1
3,0,46.0,3,0,5,4,3,6,0
1,0,61.0,3,1,0,7,7,7,0
1,0,108.0,0,0,0,0,0,7,7
_,_,58.5,7,1,0,7,0,7,7
1,0,74.0,0,0,0,7,0,7,7
1,0,57.0,1,1,7,7,0,7,2
3,3,78.0,0,0,3,7,2,5,2
2,2,78.0,3,0,0,0,0,7,4
1,1,61.0,0,0,0,0,0,7,1
1,0,38.0,0,1,4,7,4,1,1
3,3,82.0,0,0,7,0,7,4,1
1,0,38.0,0,0,0,0,0,2,3
1,1,40.0,7,0,3,7,7,4,0
1,0,67.0,6,1,6,7,0,7,4
1,1,101.0,0,0,0,0,0,7,4
1,1,59.0,1,0,0,0,0,7,2
_,_,57.0,7,0,0,4,0,2,0
_,_,54.0,0,0,0,3,0,5,0
1,1,91.0,1,1,0,0,0,7,4
4,3,66.0,3,4,0,7,4,7,3
2,1,100.0,7,0,0,0,0,7,7
2,0,112.0,1,0,0,0,0,7,7
_,_,109.5,7,0,1,1,0,7,7
_,_,103.0,2,2,3,2,0,7,3
2,2,40.5,7,7,7,7,7,0,2
1,1,96.0,0,0,0,0,0,7,6
1,0,112.0,4,0,0,0,0,7,7
1,0,58.0,1,0,0,3,0,7,1
1,1,80.5,2,0,0,0,0,4,3
1,1,83.0,0,0,0,0,0,7,7
2,0,84.0,0,0,0,2,2,7,2
1,0,27.0,2,2,3,2,2,0,3
0,_,24.0,4,1,2,3,1,0,0
1,1,42.5,0,1,0,3,2,4,0
3,1,101.0,2,0,0,3,0,7,0
2,2,53.0,0,0,0,0,0,2,0
_,_,37.5,1,0,0,0,0,5,1
_,_,76.5,1,0,0,0,0,7,3
1,1,48.0,0,0,0,0,0,5,0
1,1,19.0,7,0,7,7,7,2,0
2,1,70.0,0,1,0,3,3,3,2
2,2,34.5,5,2,2,3,1,3,0
2,3,59.5,4,7,7,5,5,5,0
1,0,56.0,5,0,1,0,0,5,0
_,_,44.0,2,2,7,3,2,4,0
1,0,57.0,7,2,7,7,7,5,0
2,0,80.5,4,0,3,3,3,7,3
2,2,36.0,2,2,7,7,7,2,0
2,1,55.0,1,3,0,3,0,5,0
2,2,69.0,4,0,4,7,7,6,5
3,1,44.0,7,0,3,0,7,2,0
2,1,51.0,7,0,7,0,0,4,7
3,0,71.0,3,0,7,0,3,7,2
3,0,61.0,4,6,2,4,6,4,0
1,0,30.0,7,3,7,7,7,2,0
2,1,86.0,3,1,7,7,4,7,0
1,0,88.0,3,0,0,0,0,7,3
_,_,82.0,0,0,0,0,0,7,7
_,_,82.0,0,0,0,0,0,7,3
_,_,52.0,0,0,0,0,0,5,0
1,0,71.0,4,0,0,6,0,7,2
3,2,94.0,4,2,0,0,0,7,1
_,_,31.0,3,0,7,3,3,3,0
1,0,49.0,1,0,7,0,0,7,0
_,_,78.0,7,2,2,7,7,7,7
2,1,58.0,4,7,2,7,7,7,0
1,1,63.0,7,0,7,0,2,7,7
2,2,66.5,3,1,7,3,2,7,0
1,1,48.0,0,3,3,0,2,5,0
3,3,27.0,3,0,3,4,4,1,0
1,1,47.0,7,0,7,7,7,3,1
1,0,52.5,2,3,7,7,7,3,0
0,_,30.0,3,1,2,3,4,2,0
1,0,68.0,7,7,6,7,5,7,0
2,2,21.0,7,7,7,7,7,0,0
1,1,43.0,7,2,4,3,7,6,0
1,1,29.0,2,0,7,7,7,2,0
2,0,54.0,3,0,0,1,3,6,0
1,1,62.0,7,0,0,0,0,7,2
1,1,88.0,0,0,7,0,0,7,5
1,0,82.0,0,0,0,0,0,7,0
2,0,102.0,5,0,3,5,3,7,5
3,3,51.5,4,4,3,0,3,6,4
1,1,38.0,7,0,3,7,7,1,0
1,1,71.0,3,3,7,0,0,7,0
_,_,54.5,2,3,3,3,0,5,0
1,0,21.0,2,0,3,7,7,0,0
_,_,88.0,3,0,0,7,5,7,3
_,_,69.5,2,0,0,3,1,7,1
1,1,60.0,7,0,0,3,0,6,5
1,0,94.0,2,1,0,7,0,7,7
_,_,55.0,0,0,0,0,0,7,0
2,0,92.0,0,0,0,0,0,7,4
1,1,41.0,0,0,0,0,0,5,0
1,0,61.0,2,0,0,0,0,7,4
1,0,103.0,0,0,0,0,0,7,7
2,1,89.0,3,2,0,0,1,7,3
2,0,89.0,5,5,0,0,0,7,7
_,_,69.0,7,7,0,7,0,7,7
_,_,61.0,1,7,4,7,0,2,1
1,1,96.0,3,0,0,0,0,7,7
2,0,89.0,3,0,0,7,7,7,3
2,0,52.0,3,0,0,0,2,7,0
_,_,73.0,3,0,0,0,0,7,5
_,_,49.5,0,0,0,0,0,7,3
1,0,79.5,7,0,7,7,2,7,0
1,0,52.0,4,0,7,7,0,7,0
3,1,106.0,2,0,0,0,0,7,1
_,_,74.0,3,1,7,0,0,7,7
_,_,66.5,0,0,0,0,0,7,5
3,3,56.0,1,0,0,0,0,7,0
1,0,71.5,0,0,3,2,0,7,3
2,2,89.0,2,0,0,0,0,7,4
2,2,28.5,5,3,0,0,7,2,0
0,_,43.5,7,4,7,7,4,5,0
1,1,38.0,3,3,4,6,5,3,0
3,1,38.5,7,7,7,7,7,0,0
1,1,48.0,7,7,0,3,4,6,0
2,0,42.0,7,3,2,3,3,3,0
2,2,80.0,0,0,0,1,0,7,0
1,0,40.0,5,7,7,7,7,5,0
2,1,59.5,3,5,7,7,7,7,4
4,3,21.0,7,4,7,7,7,0,0
_,_,34.5,3,2,3,7,0,3,0
2,1,18.0,7,3,7,7,5,0,0
0,_,41.0,3,3,7,4,4,2,0
3,1,30.5,7,2,4,7,7,1,0
3,3,47.0,2,3,0,3,3,6,0
_,_,78.0,0,0,0,0,0,7,7
1,1,66.0,3,3,2,3,0,7,3
1,0,86.0,3,0,0,0,0,7,2
2,2,33.5,2,3,0,2,3,2,0
2,2,29.0,0,1,5,5,5,2,0
3,0,78.0,4,0,0,0,0,7,3
0,_,37.5,4,0,4,0,4,3,3
1,1,97.0,3,0,4,7,7,7,7
1,0,63.0,7,0,0,7,7,6,2
2,0,63.0,7,0,2,7,7,4,2
1,1,34.5,0,0,0,7,7,2,3
1,1,77.0,7,7,4,4,2,7,7
1,1,62.5,7,3,3,3,7,7,7
2,1,74.0,0,2,0,0,0,7,7
1,0,84.0,0,0,0,0,0,7,4
2,2,85.0,7,0,7,7,7,7,7
_,_,67.0,2,0,0,7,7,7,5
2,1,84.0,2,0,7,7,0,7,7
2,0,73.0,7,0,0,7,0,7,4
_,_,80.0,4,0,0,5,0,7,3
_,_,94.0,0,0,0,0,0,7,3
1,1,60.5,1,0,0,0,0,7,0
2,2,59.0,7,1,2,3,5,7,3
_,_,67.0,0,1,0,7,0,7,3
1,1,91.0,0,0,0,0,0,7,7
0,_,87.0,0,0,0,0,0,7,0
1,0,63.0,0,0,0,0,0,7,0
3,3,62.5,0,0,0,0,0,7,0
2,0,90.0,4,0,0,3,3,7,7
2,0,98.0,1,0,0,0,0,7,0
2,2,70.0,5,0,3,2,2,6,0
3,3,76.0,2,3,2,4,5,4,7
2,2,54.5,2,2,2,2,2,6,0
1,1,95.0,4,0,5,0,0,7,7
_,_,35.0,0,1,2,1,2,3,0
1,0,58.0,2,1,4,0,0,7,0
1,0,72.0,0,0,0,0,0,7,0
1,0,90.0,1,0,0,0,0,7,0
2,2,58.0,2,0,2,2,0,7,0
1,0,74.0,3,0,0,0,0,5,0
2,0,81.0,2,4,2,7,3,7,1
1,0,83.0,2,2,3,2,0,7,1
1,0,80.0,2,0,7,0,7,7,0
0,_,58.5,0,0,0,0,0,7,5
3,0,13.0,7,7,3,3,7,2,0
1,1,88.5,2,0,0,0,0,7,7
2,2,37.0,1,2,2,0,0,2,2
0,_,44.5,0,0,0,0,0,5,0
1,0,83.0,0,0,0,0,0,5,3
_,_,76.0,2,0,0,0,0,7,7
_,_,45.0,0,0,0,0,0,2,0
1,1,84.0,7,0,3,3,2,7,7
1,1,18.0,7,0,4,7,7,0,0
_,_,98.5,0,0,0,0,0,7,7
1,0,54.0,4,0,0,2,0,7,1
1,0,112.0,2,0,0,0,0,7,7
_,_,52.0,5,7,7,7,0,3,7
1,1,109.0,0,0,0,2,0,7,7
_,_,97.0,3,0,0,0,0,6,7
_,_,56.0,0,0,1,0,0,7,0
_,_,59.0,0,7,0,0,0,7,0
_,_,108.0,0,0,7,7,0,7,3
1,0,75.0,4,0,0,2,0,7,2
_,_,94.0,1,0,7,0,0,7,7
_,_,81.5,1,0,0,0,0,7,7
_,_,67.0,4,2,3,2,0,7,1
2,0,49.0,6,0,7,7,5,7,0
_,_,67.0,3,2,2,2,0,7,2
_,_,3.5,5,7,4,7,0,0,0
_,_,92.0,3,0,3,3,0,7,4
_,_,19.0,7,3,5,0,0,1,0
_,_,71.0,0,0,0,0,0,7,0
1,0,77.0,7,7,3,7,7,7,0
1,0,77.0,7,7,3,7,7,7,0
_,_,23.0,7,0,7,7,0,0,1
_,_,54.0,2,0,7,7,7,6,1
_,_,95.0,0,0,0,0,0,7,5
_,_,95.0,0,0,0,0,0,7,5
_,_,80.5,7,2,2,7,0,7,2
1,0,79.0,7,1,7,0,0,4,4
0,_,91.0,0,0,0,0,0,7,1
_,_,112.0,3,0,0,0,0,7,7
_,_,72.0,7,0,0,4,0,7,0
_,_,72.0,7,0,0,4,0,7,0
_,_,53.0,1,1,7,7,7,7,2
2,2,69.0,3,3,0,7,0,0,7
_,_,7.0,1,1,7,3,0,0,1
2,1,49.0,7,1,0,7,7,7,0
1,1,92.0,0,0,0,7,0,7,2
1,1,92.0,0,0,0,7,0,7,2
_,_,27.0,0,0,0,4,0,0,0
1,1,81.0,7,0,0,7,0,7,5
_,_,45.5,4,0,7,7,0,4,0
_,_,88.0,3,0,0,0,0,6,2
_,_,59.0,1,0,0,0,0,7,4
_,_,95.0,2,0,0,0,0,7,7
1,1,64.0,3,3,3,4,0,0,3
1,1,64.0,3,3,3,4,0,0,3
1,1,88.5,3,0,0,7,7,7,0
_,_,69.0,7,0,0,7,0,7,3
_,_,69.0,7,0,0,7,0,7,3
_,_,69.0,7,0,0,7,0,7,3
1,1,52.0,7,2,3,7,7,3,7
2,0,41.0,7,0,2,3,4,4,1
1,0,54.0,5,0,0,0,0,4,2
1,0,54.0,5,0,0,0,0,4,2
1,0,54.0,5,0,0,0,0,4,2
2,2,68.5,3,0,0,0,0,7,0
2,1,55.0,1,0,0,0,0,7,2
2,1,55.0,1,0,0,0,0,7,2
_,_,70.0,0,0,0,0,0,7,7
_,_,68.0,7,0,0,0,0,7,3
_,_,45.0,4,3,3,3,3,3,2
_,_,45.0,4,3,3,3,3,3,2
_,_,15.5,2,0,2,2,0,3,0
_,_,15.5,2,0,2,2,0,3,0
1,1,25.0,1,0,3,1,2,0,0
1,0,40.0,2,0,2,3,3,3,0
1,1,85.0,3,0,0,0,0,7,4
1,1,40.0,4,0,7,7,7,3,0
_,_,22.5,7,0,6,0,0,1,0
2,0,33.0,7,0,1,1,0,3,2
1,1,70.0,0,0,0,0,0,4,1
1,0,3.5,7,0,7,7,7,0,0
1,0,3.5,7,0,7,7,7,0,0
1,0,53.5,4,7,1,0,0,7,7
_,_,55.0,2,0,3,3,0,3,0
_,_,55.0,2,0,3,3,0,3,0
1,1,67.0,3,1,4,0,0,1,7
_,_,33.5,1,5,2,0,0,4,0
_,_,41.0,0,0,0,0,0,5,1
_,_,38.0,2,2,2,7,0,3,0
1,1,86.5,0,0,0,0,0,7,0
0,_,90.0,7,4,3,5,2,7,0
0,_,90.0,7,4,3,5,2,7,0
0,_,90.0,7,4,3,5,2,7,0
_,_,43.5,7,7,0,7,0,2,0
_,_,30.0,5,2,2,2,0,3,0
_,_,30.0,5,2,2,2,0,3,0
1,1,56.0,2,1,7,7,7,7,7
_,_,89.5,0,0,7,7,7,7,7
_,_,36.5,7,0,7,0,0,0,3
_,_,38.0,5,0,0,0,0,2,0
1,1,22.5,4,0,0,7,7,0,0
1,1,22.5,4,0,0,7,7,0,0
2,0,63.5,5,0,5,4,5,2,2
1,0,60.0,3,0,1,7,0,6,1
_,_,76.0,2,0,3,3,0,5,0
_,_,43.5,7,3,3,3,0,3,0
_,_,52.5,0,7,0,7,0,1,1
1,1,68.0,3,1,3,4,0,7,7
1,1,68.0,3,1,3,4,0,7,7
_,_,59.0,7,0,0,0,0,7,0
2,0,99.0,2,0,0,0,0,7,3
1,0,66.0,0,0,0,0,0,7,3
_,_,53.0,2,0,0,7,0,7,4
_,_,45.0,0,0,0,0,0,3,0
1,1,88.0,0,0,7,7,7,7,2
1,0,56.0,7,0,0,0,0,7,0
_,_,66.0,4,4,0,0,0,7,3
_,_,45.0,3,0,5,7,0,0,2
_,_,45.0,3,0,5,7,0,0,2
_,_,81.0,3,0,0,0,0,7,2
2,1,3.0,3,3,0,0,0,0,0
1,0,17.5,7,0,7,7,0,0,0
1,0,68.0,3,0,7,0,0,4,4
_,_,90.5,0,0,0,0,0,7,1
_,_,90.5,0,0,0,0,0,7,1
_,_,90.5,0,0,0,0,0,7,1
_,_,62.0,2,0,0,2,0,7,3
2,0,74.0,7,0,0,2,7,7,4
_,_,87.0,7,0,0,7,0,7,7
1,0,108.5,7,0,0,0,0,7,5
_,_,60.5,3,0,0,0,0,4,4
_,_,108.0,2,0,2,0,0,7,3
_,_,74.5,5,7,0,1,2,7,7
_,_,75.5,7,5,0,0,0,4,3
2,2,112.0,0,0,7,7,3,7,7
_,_,68.0,2,0,2,2,1,7,1
2,2,41.0,4,0,0,0,0,2,0
1,1,60.0,0,0,2,3,4,7,0
_,_,76.0,0,0,0,0,0,5,3
_,_,45.5,0,0,0,0,0,3,0
_,_,45.5,0,0,0,0,0,3,0
2,1,87.0,0,0,0,0,0,7,0
_,_,55.0,3,1,2,3,0,4,2
1,1,78.0,6,2,0,3,3,7,7
1,1,56.0,4,0,0,5,6,3,7
_,_,96.0,3,0,0,7,0,7,7
2,0,38.0,7,0,3,3,3,2,2
_,_,64.0,3,3,3,4,0,6,4
1,1,53.0,0,0,0,0,0,7,1
1,0,32.0,3,2,3,3,2,2,0
_,_,58.0,7,0,4,7,0,2,7
_,_,105.0,2,0,0,7,0,7,7
_,_,91.5,0,0,0,0,0,7,7
_,_,91.5,0,0,0,0,0,7,7
_,_,91.5,0,0,0,0,0,7,7
_,_,31.0,1,0,2,2,0,1,7
1,0,66.0,2,0,0,0,0,7,1
1,0,100.0,5,0,0,0,0,7,7
1,0,31.0,1,0,0,2,0,0,2
_,_,91.0,0,0,0,0,0,7,7
_,_,63.0,1,0,0,0,0,7,3
_,_,110.0,0,0,0,0,0,7,7
_,_,45.0,1,0,2,3,0,3,2
_,_,91.5,3,0,0,3,0,7,0
0,_,65.0,3,3,3,3,0,7,0
0,_,62.0,3,0,7,5,0,7,0
2,0,61.0,0,0,0,0,0,6,0
_,_,51.5,7,2,7,7,7,3,7
1,1,57.0,1,0,2,0,2,7,0
_,_,39.0,5,3,2,3,0,3,0
2,2,86.0,3,0,0,0,0,7,0
_,_,108.0,4,0,0,7,0,7,7
_,_,52.0,2,0,2,4,0,3,4
_,_,85.5,0,0,0,0,0,7,2
1,0,109.0,3,0,3,0,0,7,7
1,1,29.0,7,0,7,7,7,0,0
1,1,29.0,7,0,7,7,7,0,0
_,_,39.0,4,0,0,0,0,3,6
_,_,39.0,4,0,0,0,0,3,6
_,_,69.0,2,0,0,7,0,7,7
_,_,70.5,0,0,0,0,0,7,4
_,_,42.5,0,0,3,3,0,4,0
_,_,82.0,3,0,0,0,0,7,3
_,_,81.0,2,0,0,2,0,7,0
_,_,62.0,7,0,7,0,0,7,7
2,2,35.0,7,7,7,0,1,0,7
_,_,86.5,0,0,0,0,0,7,7
_,_,94.5,2,0,0,2,0,7,7
_,_,48.0,0,0,0,0,0,4,1
_,_,94.0,4,2,2,3,0,7,7
_,_,89.0,0,0,0,0,0,7,2
_,_,100.0,0,0,0,0,0,7,7
1,1,96.5,0,0,0,0,0,7,7
_,_,40.0,3,0,0,2,0,3,0
_,_,48.5,3,0,0,0,0,3,3
1,0,76.0,0,0,0,0,0,7,0
_,_,112.0,0,0,0,0,0,7,7
_,_,35.5,0,0,7,0,0,2,1
_,_,64.0,0,0,7,7,0,5,0
_,_,11.5,0,0,2,0,0,0,0
_,_,11.5,0,0,2,0,0,0,0
_,_,11.5,0,0,2,0,0,0,0
_,_,11.5,0,0,2,0,0,0,0
1,0,59.0,1,0,0,0,0,7,0
1,0,59.0,1,0,0,0,0,7,0
_,_,61.0,3,0,7,3,0,1,0
2,1,74.0,2,3,2,1,2,5,1
1,1,75.0,2,0,7,7,7,7,3
1,0,80.5,0,0,0,0,0,7,1
1,0,80.5,0,0,0,0,0,7,1
_,_,79.0,0,0,0,0,0,7,0
_,_,79.0,0,0,0,0,0,7,0
2,0,74.0,2,0,0,0,0,7,0
_,_,71.0,7,2,7,3,3,3,0
_,_,58.0,0,0,7,0,0,2,0
_,_,71.5,3,0,0,0,0,6,0
_,_,71.5,3,0,0,0,0,6,0
_,_,69.5,2,1,7,7,0,3,0
1,1,48.5,7,0,7,7,7,7,0
1,1,48.5,7,0,7,7,7,7,0
_,_,47.5,0,0,0,0,0,0,7
_,_,112.0,2,0,7,0,0,7,7
1,1,84.0,0,0,0,0,0,7,0
_,_,49.0,2,0,0,3,0,2,0
_,_,73.0,7,0,0,7,0,3,7
_,_,81.0,0,0,0,0,0,7,7
_,_,91.5,0,0,0,0,0,7,7
1,1,93.0,0,0,0,0,0,7,7
_,_,82.5,0,0,0,0,0,7,0
_,_,34.0,7,0,2,2,0,3,0
1,0,79.0,7,0,0,7,0,7,5
1,1,34.0,7,1,0,0,0,3,0
1,1,41.0,3,0,0,0,0,2,2
_,_,31.5,7,0,4,5,0,3,2
_,_,31.5,7,0,4,5,0,3,2
_,_,101.0,0,0,0,0,0,7,2
_,_,65.0,1,0,6,0,0,7,3
_,_,87.0,0,0,0,0,0,7,3
1,0,79.0,0,0,0,0,0,7,7
_,_,92.0,0,0,0,0,0,7,3
1,0,92.0,0,0,0,0,0,7,5
1,0,87.0,0,0,0,0,0,7,0
_,_,92.0,3,0,0,7,0,7,7
2,2,52.0,7,0,7,3,1,7,2
2,2,52.0,7,0,7,3,1,7,2
_,_,90.5,0,0,0,0,0,7,7
1,0,98.0,0,0,0,0,0,7,5
_,_,87.0,0,0,0,1,0,7,0
_,_,87.0,0,0,0,1,0,7,0
_,_,96.5,7,0,0,0,0,7,7
_,_,79.0,3,2,2,7,7,7,7
_,_,73.0,2,0,0,0,0,4,3
_,_,76.0,3,7,7,7,0,7,3
_,_,68.0,3,0,0,7,0,5,5
_,_,70.0,5,5,2,5,0,7,5
_,_,69.5,3,0,0,4,0,7,2
_,_,69.5,3,0,0,4,0,7,2
_,_,89.0,4,0,0,7,0,5,7
1,0,67.0,2,0,0,7,7,5,0
2,2,102.0,3,3,0,2,0,7,7
